playerID,career_w,career_l,career_g,career_gs,career_cg,career_sho,career_sv,career_ipouts,career_h,career_er,career_hr_a,career_bb,career_so,seasons,debut_year,last_year,career_ip,peak_ip,peak_gs,peak_g,peak_sv,peak_so,peak_bb,peak_hr_a,peak_er,peak_h,peak_w,peak_l,peak_war,peak_year,peak_year_display,mean_sp_dedication,total_seasons_in_peak,career_war,role,nameFirst,nameLast,bbrefID,full_name,era_label,norm_era,h9_raw,k9_raw,bb9_raw,hr9_raw,ip_per_year_raw,h9_val,k9_val,bb9_val,hr9_val,sta_val,raw_ovr,ovr,rarity,str_val,ctl_val,mov_val,grt_val
aardsda01,16,18,331,0,0,0,69,1011,296,160,41.0,183,340,9,2004,2015,337.0,174.0,0,171,69,178,87,18.0,63,123,6,12,2.98,2010,2009,0.0,3,1.84,RP,David,Aardsma,aardsda01,David Aardsma,Efficiency Era (2006-2015),Efficiency Era (2006-2015),7.505347593582888,7.224598930481283,3.804812834224599,0.9144385026737968,58.0,83.8,66.6,23.7,42.5,29.0,49.120000000000005,61.4,Uncommon,66.6,23.7,42.5,83.8
aasedo01,66,60,448,91,22,5,82,3328,1085,468,89.0,457,641,13,1977,1990,1109.3333333333333,186.0,0,128,53,133,71,11.0,51,157,14,12,6.57,1980,1986,0.0,3,15.09,RP,Don,Aase,aasedo01,Don Aase,Big Hair Era (1977-1993),Big Hair Era (1977-1993),8.064766839378239,5.95077720207254,3.3134715025906734,0.7227979274611398,62.0,61.8,57.5,45.8,61.6,31.0,51.54,64.4,Uncommon,57.5,45.8,61.6,61.8
abadfe01,9,29,406,6,0,0,2,1064,343,149,45.0,126,292,11,2010,2023,354.6666666666667,104.0,0,126,1,92,37,8.0,29,74,3,10,3.37,2015,2014,0.0,3,4.05,RP,Fernando,Abad,abadfe01,Fernando Abad,Efficiency Era (2006-2015),Efficiency Era (2006-2015),7.782894736842105,6.342105263157896,3.200657894736842,0.8289473684210525,34.666666666666664,71.4,47.6,50.7,55.3,21.9,49.38000000000001,61.7,Uncommon,47.6,50.7,55.3,71.4
abbotan01,28,23,75,75,1,1,0,1241,375,157,60.0,139,383,3,2023,2025,413.6666666666667,413.6666666666667,75,75,0,383,139,60.0,157,375,28,23,11.71,2024,2025,1.0,3,11.71,SP,Andrew,Abbott,abbotan01,Andrew Abbott,Modern Era (2016-Pres),Modern Era (2016-Pres),8.26996197718631,7.409560021727321,3.081477457903313,1.173275393807713,137.88888888888889,41.2,59.8,54.1,12.3,63.2,46.120000000000005,59.3,Common,59.8,54.1,12.3,41.2
abbotgl01,62,83,248,206,37,5,0,3858,1405,627,162.0,352,484,11,1973,1984,1286.0,344.0,52,52,0,127,71,41.0,150,374,19,16,6.92,1980,1983,1.0,3,7.57,SP,Glenn,Abbott,abbotgl01,Glenn Abbott,Big Hair Era (1977-1993),Big Hair Era (1977-1993),9.3125,4.123161764705882,2.3511029411764706,1.0091911764705883,114.66666666666667,6.4,12.6,88.9,14.8,53.9,35.32000000000001,56.1,Common,12.6,88.9,14.8,6.4
abbotji01,87,108,263,254,31,6,0,5022,1779,791,154.0,620,888,10,1989,1999,1674.0,538.6666666666666,76,76,0,329,170,30.0,182,523,30,30,17.15,1993,1991,1.0,3,23.560000000000002,SP,Jim,Abbott,abbotji01,Jim Abbott,Big Hair Era (1977-1993),Big Hair Era (1977-1993),8.673736462093864,5.49774368231047,2.937725631768953,0.6092057761732852,179.55555555555554,34.8,46.3,62.6,80.2,79.3,60.64,74.6,Rare,46.3,62.6,80.2,34.8
abbotpa01,43,37,162,112,1,0,0,2162,682,394,101.0,393,496,11,1990,2004,720.6666666666666,414.6666666666667,61,88,0,286,199,53.0,186,359,32,13,6.29,1999,1999,0.671904761904762,3,3.45,SP,Paul,Abbott,abbotpa01,Paul Abbott,Steroid Era (1994-2005),Steroid Era (1994-2005),8.02223427331887,5.977223427331887,3.954989154013014,1.068872017353579,138.22222222222223,67.5,46.5,21.7,24.8,63.3,44.760000000000005,58.9,Common,46.5,21.7,24.8,67.5
abernte02,63,69,681,34,7,2,148,3443,1010,441,70.0,592,765,14,1955,1972,1147.6666666666667,377.3333333333333,0,232,72,256,152,17.0,91,287,20,16,12.19,1970,1967,0.0,3,20.18,RP,Ted,Abernathy,abernte02,Ted Abernathy,Expansion (1961-1976),Expansion (1961-1976),7.418591224018477,5.896073903002311,3.478060046189377,0.5767898383371826,125.77777777777777,85.1,55.8,38.4,84.9,58.3,64.5,78.4,Rare,55.8,38.4,84.9,85.1
abreubr01,16,12,317,0,0,0,16,989,239,97,25.0,148,448,7,2019,2025,329.6666666666667,221.33333333333331,0,220,13,308,94,19.0,59,154,9,9,6.78,2022,2025,0.0,3,7.42,RP,Bryan,Abreu,abreubr01,Bryan Abreu,Modern Era (2016-Pres),Modern Era (2016-Pres),7.3243670886075956,9.189873417721518,3.526898734177215,0.8330696202531647,73.77777777777777,84.5,95.5,33.9,60.9,36.9,62.34,76.3,Rare,95.5,33.9,60.9,84.5
accarje01,10,20,262,0,0,0,38,854,288,136,24.0,111,205,8,2005,2012,284.6666666666667,121.66666666666666,0,118,31,91,50,8.0,36,100,5,9,3.16,2010,2007,0.0,3,1.73,RP,Jeremy,Accardo,accarje01,Jeremy Accardo,Efficiency Era (2006-2015),Efficiency Era (2006-2015),8.082901554404147,5.9658031088082915,3.3886010362694305,0.7834196891191711,40.55555555555555,58.0,39.6,42.3,62.1,23.1,45.02,59.0,Common,39.6,42.3,62.1,58.0
aceveal01,31,16,204,15,0,0,29,1141,333,162,48.0,129,282,7,2008,2014,380.3333333333333,228.0,9,104,3,165,68,22.0,74,178,21,3,5.78,2011,2011,0.2542165844491426,3,4.21,RP,Alfredo,Aceves,aceveal01,Alfredo Aceves,Efficiency Era (2006-2015),Efficiency Era (2006-2015),7.714953271028038,6.039719626168225,2.925233644859813,0.8831775700934579,76.0,74.4,41.1,63.0,47.2,38.0,52.74,65.9,Uncommon,41.1,63.0,47.2,74.4
aceveju01,28,40,367,34,0,0,53,1710,597,274,72.0,226,350,8,1995,2003,570.0,255.66666666666669,9,177,43,150,83,22.0,85,228,12,15,5.0200000000000005,2000,1998,0.06,3,2.2600000000000002,RP,Juan,Acevedo,aceveju01,Juan Acevedo,Steroid Era (1994-2005),Steroid Era (1994-2005),8.234089246525238,5.376737381126555,3.043891733723482,0.8295537673738111,85.22222222222223,58.2,32.9,61.4,59.5,42.1,50.82,63.5,Uncommon,32.9,61.4,59.5,58.2
ackerji01,33,49,467,32,0,0,30,2713,918,399,82.0,329,482,10,1983,1992,904.3333333333334,186.0,5,96,2,124,54,12.0,63,171,4,11,6.38,1986,1989,0.07246376811594203,3,9.29,RP,Jim,Acker,ackerji01,Jim Acker,Big Hair Era (1977-1993),Big Hair Era (1977-1993),8.391191709844561,5.7409326424870475,2.917098445595855,0.7461139896373057,62.0,47.3,52.3,63.6,57.8,31.0,50.400000000000006,63.0,Uncommon,52.3,63.6,57.8,47.3
ackerto01,19,13,153,23,5,1,8,1141,365,174,43.0,150,256,4,1956,1959,380.3333333333333,271.6666666666667,17,104,4,189,109,27.0,114,243,9,8,4.48,1958,1956,0.16817906836055654,3,4.86,RP,Tom,Acker,ackerto01,Tom Acker,Integration (1942-1960),Integration (1942-1960),8.240989399293285,5.93851590106007,3.436749116607774,0.8968197879858657,90.55555555555556,58.0,80.2,45.6,24.3,44.2,50.46000000000001,63.0,Uncommon,80.2,45.6,24.3,58.0
acostcy01,13,9,107,0,0,0,27,558,143,55,15.0,77,109,4,1972,1975,186.0,177.33333333333331,0,101,26,107,74,13.0,49,134,13,9,6.04,1974,1973,0.0,3,5.7299999999999995,RP,Cy,Acosta,acostcy01,Cy Acosta,Expansion (1961-1976),Expansion (1961-1976),7.701413427561838,5.4673144876325095,3.46113074204947,0.7871024734982333,59.11111111111111,72.4,45.3,39.2,50.3,29.6,47.36000000000001,59.7,Common,45.3,39.2,50.3,72.4
acostma01,13,13,233,0,0,0,9,744,234,110,30.0,117,219,6,2007,2012,248.0,110.33333333333333,0,106,5,110,47,12.0,37,93,8,4,1.7,2010,2010,0.0,3,0.9200000000000002,RP,Manny,Acosta,acostma01,Manny Acosta,Efficiency Era (2006-2015),Efficiency Era (2006-2015),8.175080558539207,6.734693877551021,3.4253490870032226,0.9280343716433942,36.77777777777778,53.8,56.1,40.7,40.4,22.4,42.68,58.3,Common,56.1,40.7,40.4,53.8
adamja01,27,15,341,0,0,0,24,1005,220,100,34.0,124,390,8,2018,2025,335.0,137.0,0,141,12,156,40,10.0,27,71,9,5,7.86,2023,2022,0.0,3,11.190000000000001,RP,Jason,Adam,adamja01,Jason Adam,Modern Era (2016-Pres),Modern Era (2016-Pres),6.940652818991099,7.43026706231454,2.967359050445104,0.8011869436201781,45.666666666666664,102.1,60.2,59.3,65.4,24.1,62.220000000000006,76.2,Rare,60.2,59.3,65.4,102.1
adamsac01,41,33,302,7,2,0,49,1658,541,213,26.0,224,171,6,1941,1946,552.6666666666666,341.33333333333337,3,196,35,118,130,13.0,105,299,29,20,6.87,1944,1943,0.014285714285714285,3,7.07,RP,Ace,Adams,adamsac01,Ace Adams,Integration (1942-1960),Integration (1942-1960),8.111453201970443,3.9938423645320196,3.3435960591133003,0.5486453201970443,113.77777777777779,63.7,24.9,49.6,84.6,53.5,55.260000000000005,69.0,Uncommon,24.9,49.6,84.6,63.7
adamsba01,194,140,482,355,206,44,15,8986,2841,917,68.0,430,1036,19,1906,1926,2995.3333333333335,707.0,78,102,3,301,95,9.0,149,572,50,23,19.82,1914,1913,0.7311354309165526,3,50.15,SP,Babe,Adams,adamsba01,Babe Adams,Deadball (1901-1919),Deadball (1901-1919),7.550165380374863,4.199558985667034,1.6482910694597575,0.28776185226019846,235.66666666666666,81.0,41.3,113.3,86.3,94.3,83.24000000000001,92.9,Legendary,41.3,113.3,86.3,81.0
adamsem01,28,25,89,58,26,5,1,1318,453,223,30.0,191,192,10,1932,1946,439.3333333333333,288.33333333333337,38,52,1,130,112,20.0,106,263,23,11,6.8999999999999995,1940,1940,0.7738636363636363,3,1.35,SP,Emery,Adams,adamsem01,Emery Adams,Golden Era (1920-1941),Golden Era (1920-1941),8.328327645051194,4.648464163822525,3.374744027303754,0.7372013651877133,96.11111111111113,67.8,54.7,39.4,29.1,46.4,47.480000000000004,59.7,Common,54.7,39.4,29.1,67.8
adamsmi03,21,20,408,0,0,0,4,1222,316,109,33.0,126,409,10,2004,2014,407.3333333333333,140.33333333333334,0,145,2,147,37,7.0,25,92,9,5,7.74,2010,2011,0.0,3,13.01,RP,Mike,Adams,adamsmi03,Mike Adams,Efficiency Era (2006-2015),Efficiency Era (2006-2015),7.428011753183154,7.11949069539667,2.85896180215475,0.7140058765915768,46.77777777777778,87.3,64.4,66.0,72.6,24.4,62.940000000000005,76.9,Rare,64.4,66.0,72.6,87.3
adamste01,51,62,574,41,0,0,42,2608,890,403,63.0,380,691,11,1995,2005,869.3333333333334,335.33333333333337,22,178,4,270,126,16.0,133,324,16,18,5.08,2001,1996,0.17054263565891473,3,4.97,RP,Terry,Adams,adamste01,Terry Adams,Steroid Era (1994-2005),Steroid Era (1994-2005),8.62266500622665,6.594022415940224,3.313823163138231,0.6052303860523038,111.77777777777779,41.1,60.4,49.6,92.0,52.7,59.160000000000004,73.1,Rare,60.4,49.6,92.0,41.1
affelje01,43,46,774,42,0,0,28,2778,904,408,76.0,396,720,14,2002,2015,926.0,266.0,25,144,4,220,106,23.0,107,253,12,12,7.029999999999999,2008,2009,0.2352941176470588,3,8.48,RP,Jeremy,Affeldt,affelje01,Jeremy Affeldt,Efficiency Era (2006-2015),Efficiency Era (2006-2015),8.534334763948499,6.609442060085837,3.4206008583690988,0.8304721030042919,88.66666666666667,37.8,53.4,40.9,55.1,43.5,46.14,59.3,Common,53.4,40.9,55.1,37.8
agostju01,40,33,543,2,0,0,29,1879,639,279,30.0,248,307,13,1981,1993,626.3333333333334,207.33333333333334,0,178,12,98,87,11.0,66,173,16,6,4.51,1987,1988,0.0,3,-1.3500000000000005,RP,Juan,Agosto,agostju01,Juan Agosto,Big Hair Era (1977-1993),Big Hair Era (1977-1993),7.995908346972176,4.865793780687397,3.4934533551554825,0.6849427168576104,69.11111111111111,64.9,30.8,37.8,67.8,34.6,47.18,59.7,Common,30.8,37.8,67.8,64.9
aguilri01,86,81,732,89,10,0,318,3874,1233,512,138.0,351,1030,16,1985,2000,1291.3333333333333,210.66666666666666,0,164,83,200,65,15.0,61,163,14,14,7.7,1995,1989,0.0,3,27.7,RP,Rick,Aguilera,aguilri01,Rick Aguilera,Steroid Era (1994-2005),Steroid Era (1994-2005),7.711850649350651,7.061688311688312,2.982954545454546,0.7670454545454546,70.22222222222221,81.1,71.0,64.0,68.5,35.1,63.940000000000005,77.9,Rare,71.0,64.0,68.5,81.1
aguirha01,75,72,447,149,44,9,33,4127,1216,496,123.0,479,856,16,1955,1970,1375.6666666666667,536.3333333333333,61,117,13,370,163,46.0,175,459,35,26,13.16,1963,1962,0.518130912867755,3,20.95,RP,Hank,Aguirre,aguirha01,Hank Aguirre,Expansion (1961-1976),Expansion (1961-1976),7.918967858759621,6.016296966953374,2.861475780896334,0.8066998641919422,178.77777777777774,62.6,58.8,66.0,47.1,79.1,62.720000000000006,76.7,Rare,58.8,66.0,47.1,62.6
akerja01,47,45,495,0,0,0,123,2238,679,272,64.0,274,404,11,1964,1974,746.0,199.66666666666666,0,122,51,111,61,14.0,55,163,12,8,8.549999999999999,1969,1966,0.0,3,10.629999999999999,RP,Jack,Aker,akerja01,Jack Aker,Expansion (1961-1976),Expansion (1961-1976),7.924103419516265,5.25187656380317,2.9749791492910767,0.7656380316930776,66.55555555555556,62.3,40.0,60.9,53.9,33.3,50.08,62.6,Uncommon,40.0,60.9,53.9,62.3
akinke01,16,22,231,28,0,0,11,1104,350,183,51.0,129,377,6,2020,2025,368.0,223.66666666666669,4,175,11,233,72,29.0,82,178,11,8,2.68,2022,2024,0.023032407407407408,3,1.78,RP,Keegan,Akin,akinke01,Keegan Akin,Modern Era (2016-Pres),Modern Era (2016-Pres),7.793863099921322,7.5460267505900855,3.040125885129819,1.040912667191188,74.55555555555556,63.0,62.6,56.0,31.2,37.3,50.02000000000001,62.5,Uncommon,62.6,56.0,31.2,63.0
alberma01,47,48,616,24,0,0,7,2277,751,367,87.0,314,571,14,2006,2019,759.0,119.33333333333334,0,116,2,110,33,12.0,22,82,10,3,5.01,2013,2017,0.0,3,3.8299999999999996,RP,Matt,Albers,alberma01,Matt Albers,Efficiency Era (2006-2015),Efficiency Era (2006-2015),7.634655532359081,6.544885177453026,2.9342379958246347,0.9018789144050103,39.77777777777778,78.0,52.0,62.6,44.4,23.0,52.00000000000001,65.0,Uncommon,52.0,62.6,44.4,78.0
albural01,17,8,264,0,0,0,1,735,187,86,17.0,135,291,7,2011,2017,245.0,114.0,0,121,1,148,58,7.0,26,73,9,2,4.23,2014,2014,0.0,3,5.640000000000001,RP,Al,Alburquerque,albural01,Al Alburquerque,Efficiency Era (2006-2015),Efficiency Era (2006-2015),7.5063694267515935,7.745222929936306,3.700636942675159,0.7738853503184713,38.0,83.8,77.8,28.3,63.6,22.6,55.220000000000006,68.9,Uncommon,77.8,28.3,63.6,83.8
alcaljo01,9,13,200,0,0,0,1,655,189,104,39.0,84,226,7,2019,2025,218.33333333333334,142.0,0,129,1,146,41,21.0,54,106,9,10,2.0700000000000003,2022,2024,0.0,3,-1.2100000000000002,RP,Jorge,Alcala,alcaljo01,Jorge Alcala,Modern Era (2016-Pres),Modern Era (2016-Pres),7.760233918128656,7.058479532163743,2.9502923976608186,1.0789473684210527,47.333333333333336,64.6,52.8,60.0,25.8,24.5,45.54,59.2,Common,52.8,60.0,25.8,64.6
alcansa01,52,67,177,169,12,4,0,3226,934,436,113.0,330,931,8,2017,2025,1075.3333333333333,619.0,93,93,0,559,148,59.0,216,521,30,36,16.04,2021,2022,1.0,3,20.67,SP,Sandy,Alcantara,alcansa01,Sandy Alcantara,Modern Era (2016-Pres),Modern Era (2016-Pres),7.800976800976802,7.485958485958485,2.4078144078144077,0.8681318681318682,206.33333333333334,62.7,61.4,84.7,55.9,86.8,70.30000000000001,83.5,Epic,61.4,84.7,55.9,62.7
aldresc01,20,39,229,67,1,0,1,1499,581,334,78.0,230,312,9,1990,2000,499.6666666666667,88.0,0,114,1,62,41,3.0,41,92,4,3,1.89,1998,1999,0.0,3,-2.4800000000000004,RP,Scott,Aldred,aldresc01,Scott Aldred,Steroid Era (1994-2005),Steroid Era (1994-2005),8.777777777777779,5.756944444444445,3.5034722222222223,0.71875,29.333333333333332,34.3,41.5,41.3,75.5,20.9,42.7,58.3,Common,41.5,41.3,75.5,34.3
aldrivi01,97,80,248,205,102,8,6,4802,1671,668,87.0,512,526,9,1917,1928,1600.6666666666667,716.0,92,98,0,228,210,39.0,282,766,46,34,10.34,1924,1925,0.937037037037037,3,16.56,SP,Vic,Aldridge,aldrivi01,Vic Aldridge,Golden Era (1920-1941),Golden Era (1920-1941),9.382096069868997,3.441048034934498,2.762008733624454,0.5796943231441047,238.66666666666666,23.2,17.5,67.5,61.3,94.9,52.879999999999995,66.0,Uncommon,17.5,67.5,61.3,23.2
alexado01,194,174,561,464,98,18,3,10103,3376,1406,324.0,978,1528,19,1971,1989,3367.6666666666665,467.6666666666667,62,63,0,247,112,45.0,160,416,31,16,19.16,1984,1987,0.9907407407407408,3,46.97,SP,Doyle,Alexander,alexado01,Doyle Alexander,Big Hair Era (1977-1993),Big Hair Era (1977-1993),8.153769345981027,4.977034448327508,2.4682975536694958,0.8761857214178731,155.88888888888889,57.9,33.6,83.6,36.6,70.4,56.42,70.4,Rare,33.6,83.6,36.6,57.9
alexape01,373,208,696,599,437,90,32,15570,4868,1476,164.0,951,2198,20,1911,1930,5190.0,1128.6666666666665,127,143,11,581,183,17.0,195,911,91,36,34.04,1916,1920,0.8880693581780538,3,119.94,SP,Pete,Alexander,alexape01,Pete Alexander,Deadball (1901-1919),Deadball (1901-1919),7.450326141495234,4.763421976919218,1.7212744606121428,0.250627195183141,376.2222222222222,85.5,58.7,109.7,98.3,122.4,94.92,99.3,Legendary,58.7,109.7,98.3,85.5
alexasc01,21,16,349,13,0,0,10,981,310,122,25.0,121,240,11,2015,2025,327.0,125.0,4,120,6,100,44,7.0,32,105,6,7,4.62,2019,2017,0.0784313725490196,3,5.6899999999999995,RP,Scott,Alexander,alexasc02,Scott Alexander,Modern Era (2016-Pres),Modern Era (2016-Pres),8.13846153846154,6.153846153846154,3.187692307692308,0.7476923076923077,41.666666666666664,47.2,34.7,49.3,73.0,23.3,45.5,59.1,Common,34.7,49.3,73.0,47.2
alfonan01,35,37,592,0,0,0,129,1839,677,280,55.0,250,400,11,1997,2007,613.0,213.0,0,210,49,131,72,15.0,70,218,14,13,3.84,2001,1999,0.0,3,3.67,RP,Antonio,Alfonseca,alfonan01,Antonio Alfonseca,Steroid Era (1994-2005),Steroid Era (1994-2005),8.866828087167072,5.5181598062954,3.1186440677966103,0.7627118644067796,71.0,30.4,36.1,58.1,69.2,35.5,45.86000000000001,59.3,Common,36.1,58.1,69.2,30.4
allenbo04,7,12,204,0,0,0,19,822,288,125,23.0,132,199,5,1961,1967,274.0,187.33333333333334,0,131,13,125,78,13.0,76,201,5,9,0.62,1963,1967,0.0,3,-1.2600000000000002,RP,Bob,Allen,allenbo04,Bob Allen,Expansion (1961-1976),Expansion (1961-1976),9.059380378657487,5.744406196213426,3.4647160068846814,0.7667814113597246,62.44444444444445,11.1,52.1,39.0,53.7,31.2,37.42000000000001,56.7,Common,52.1,39.0,53.7,11.1
allenco01,24,31,481,0,0,0,153,1391,375,162,55.0,193,593,8,2012,2019,463.6666666666667,205.0,0,212,86,270,74,24.0,57,146,12,16,5.59,2015,2014,0.0,3,8.57,RP,Cody,Allen,allenco01,Cody Allen,Efficiency Era (2006-2015),Efficiency Era (2006-2015),7.441975308641976,8.716049382716049,3.224691358024691,0.9777777777777777,68.33333333333333,86.7,98.7,49.6,33.0,34.2,60.440000000000005,74.4,Rare,98.7,49.6,33.0,86.7
allenfr01,50,67,180,127,60,10,3,2911,893,316,26.0,373,457,6,1912,1917,970.3333333333334,571.0,76,94,3,272,212,16.0,160,476,35,33,8.15,1914,1915,0.7915250824334868,3,8.09,SP,Frank,Allen,allenfr01,Frank Allen,Deadball (1901-1919),Deadball (1901-1919),7.761348897535668,4.601815823605707,3.304798962386511,0.42023346303501946,190.33333333333334,71.6,53.7,32.2,43.3,82.3,56.620000000000005,70.6,Rare,53.7,32.2,43.3,71.6
allenjo02,142,75,352,241,109,17,18,5851,1849,813,104.0,738,1070,13,1932,1944,1950.3333333333333,608.0,72,93,5,361,233,19.0,221,553,52,15,16.9,1937,1936,0.7769360269360269,3,28.68,SP,Johnny,Allen,allenjo02,Johnny Allen,Golden Era (1920-1941),Golden Era (1920-1941),8.263613861386139,5.382425742574258,3.387376237623762,0.4344059405940594,202.66666666666666,70.5,77.4,38.8,91.0,85.7,72.68,85.5,Epic,77.4,38.8,91.0,70.5
allenne01,58,70,434,59,7,6,75,2965,985,426,73.0,417,611,11,1979,1989,988.3333333333334,295.0,19,113,19,177,105,27.0,120,287,15,12,5.66,1983,1982,0.2738359201773836,3,6.46,RP,Neil,Allen,allenne01,Neil Allen,Big Hair Era (1977-1993),Big Hair Era (1977-1993),8.652525252525253,5.44040404040404,3.202020202020202,0.8545454545454545,98.33333333333333,35.7,44.9,50.8,40.1,47.3,43.760000000000005,58.6,Common,44.9,50.8,40.1,35.7
almanar01,14,13,254,0,0,0,2,644,189,115,34.0,136,232,7,1999,2005,214.66666666666666,65.33333333333333,0,71,2,79,35,10.0,26,49,3,3,0.85,2002,1999,0.0,3,-0.4,RP,Armando,Almanza,almanar01,Armando Almanza,Steroid Era (1994-2005),Steroid Era (1994-2005),8.069095477386936,6.825376884422112,3.599246231155779,1.0175879396984926,21.777777777777775,65.5,65.7,37.2,32.2,19.4,44.00000000000001,58.7,Common,65.7,37.2,32.2,65.5
almanca01,13,13,210,1,0,0,0,717,252,128,35.0,82,170,8,1997,2005,239.0,153.0,0,139,0,106,46,22.0,68,153,11,9,2.27,2001,2004,0.0,3,1.6500000000000001,RP,Carlos,Almanzar,almanca01,Carlos Almanzar,Steroid Era (1994-2005),Steroid Era (1994-2005),8.716713881019832,5.818696883852692,2.9858356940509916,1.0708215297450425,51.0,37.0,42.9,63.9,24.5,25.5,38.760000000000005,57.1,Common,42.9,63.9,24.5,37.0
almonye01,8,6,213,0,0,0,3,669,196,110,28.0,95,215,7,2018,2024,223.0,77.66666666666667,0,71,2,70,20,5.0,16,58,3,0,2.38,2021,2022,0.0,3,0.8999999999999998,RP,Yency,Almonte,almonye01,Yency Almonte,Modern Era (2016-Pres),Modern Era (2016-Pres),8.002400960384154,6.230492196878751,2.9531812725090036,0.8103241296518606,25.88888888888889,53.5,36.2,59.9,64.1,20.2,46.78,59.5,Common,36.2,59.9,64.1,53.5
alomalu01,18,3,116,1,1,1,15,706,212,90,21.0,111,115,4,1950,1953,235.33333333333334,197.0,1,92,13,92,88,14.0,70,171,16,3,4.58,1952,1951,0.013333333333333334,3,4.71,RP,Luis,Aloma,alomalu01,Luis Aloma,Integration (1942-1960),Integration (1942-1960),8.158690176322418,4.856423173803527,3.607052896725441,0.7707808564231738,65.66666666666667,61.6,49.4,38.2,46.1,32.8,45.620000000000005,59.2,Common,49.4,38.2,46.1,61.6
altroni01,83,75,218,161,128,16,7,4542,1455,445,16.0,272,425,16,1898,1924,1514.0,817.0,85,106,2,257,136,6.0,193,753,50,38,9.08,1905,1905,0.7947368421052632,3,8.42,SP,Nick,Altrock,altroni01,Nick Altrock,Deadball (1901-1919),Deadball (1901-1919),8.335299901671583,3.3559488692232056,1.8328416912487708,0.23008849557522124,272.3333333333333,45.8,15.2,104.3,105.0,102.2,74.5,87.0,Epic,15.2,104.3,105.0,45.8
alvarhe01,27,35,95,95,5,5,0,1733,610,245,56.0,140,302,6,2011,2017,577.6666666666666,353.3333333333333,57,57,0,208,68,24.0,121,352,18,16,7.98,2014,2014,1.0,3,7.84,SP,Henderson,Alvarez,alvarhe01,Henderson Alvarez,Efficiency Era (2006-2015),Efficiency Era (2006-2015),8.797590361445785,5.371084337349399,2.2626506024096393,0.7156626506024097,117.77777777777777,26.0,26.8,92.7,72.3,55.1,54.580000000000005,68.1,Uncommon,26.8,92.7,72.3,26.0
alvarjo02,22,25,447,8,0,0,4,1262,416,162,39.0,137,360,10,2013,2022,420.6666666666667,186.66666666666669,2,210,2,152,59,13.0,58,170,14,10,3.71,2018,2018,0.009950248756218905,3,4.5200000000000005,RP,Jose,Alvarez,alvarjo02,Jose Alvarez,Modern Era (2016-Pres),Modern Era (2016-Pres),8.35344827586207,6.382758620689655,3.0284482758620688,0.768103448275862,62.22222222222223,37.4,39.2,56.5,70.1,31.1,46.86,59.6,Common,39.2,56.5,70.1,37.4
alvarjo03,19,27,408,1,0,0,52,1105,290,142,26.0,195,469,9,2017,2025,368.3333333333333,156.33333333333334,0,171,20,225,71,6.0,43,110,5,10,3.5,2022,2018,0.0,3,4.53,RP,Jose,Alvarado,alvarjo03,Jose Alvarado,Modern Era (2016-Pres),Modern Era (2016-Pres),7.54911131898971,8.769878391019644,3.5893358278765195,0.656688493919551,52.111111111111114,74.2,87.1,31.0,86.0,26.1,60.879999999999995,74.8,Rare,87.1,31.0,86.0,74.2
alvarwi01,102,92,355,263,12,5,4,5243,1624,769,190.0,805,1330,14,1989,2005,1747.6666666666667,586.6666666666666,90,90,0,444,281,51.0,232,531,42,26,12.93,1997,1993,1.0,3,28.52,SP,Wilson,Alvarez,alvarwi01,Wilson Alvarez,Steroid Era (1994-2005),Steroid Era (1994-2005),8.236016949152543,6.477966101694915,4.028389830508474,0.8122881355932204,195.55555555555554,58.1,57.8,18.5,62.0,83.8,56.040000000000006,70.0,Rare,57.8,18.5,62.0,58.1
amesre01,183,167,533,368,209,26,36,9594,2896,934,42.0,1034,1702,17,1903,1919,3198.0,689.3333333333334,83,112,10,326,218,15.0,208,629,37,46,11.0,1913,1914,0.738873861143634,3,31.23,SP,Red,Ames,amesre01,Red Ames,Deadball (1901-1919),Deadball (1901-1919),8.276986506746628,4.535982008995502,2.9257871064467764,0.35419790104947524,229.7777777777778,48.4,51.7,50.8,64.7,93.0,61.720000000000006,75.7,Rare,51.7,50.8,64.7,48.4
anderal02,49,54,148,128,15,3,0,2456,901,374,87.0,211,339,6,1986,1991,818.6666666666666,587.6666666666666,94,94,0,234,129,49.0,233,627,40,37,9.23,1988,1988,1.0,3,8.48,SP,Allan,Anderson,anderal02,Allan Anderson,Big Hair Era (1977-1993),Big Hair Era (1977-1993),9.322471434617013,4.070249682606856,2.2865002115954294,0.7884045704612781,195.88888888888889,6.0,11.3,91.8,50.9,83.8,48.760000000000005,60.9,Uncommon,11.3,91.8,50.9,6.0
anderbo01,36,46,246,93,15,1,13,2522,858,398,80.0,319,502,7,1957,1963,840.6666666666666,453.0,56,111,8,260,162,38.0,209,468,22,26,3.99,1960,1961,0.5513625080188548,3,4.36,RP,Bob,Anderson,anderbo01,Bob Anderson,Integration (1942-1960),Integration (1942-1960),9.053598774885145,5.267993874425727,3.2128637059724348,0.7993874425727412,151.0,22.3,61.1,55.3,41.2,68.4,49.660000000000004,62.1,Uncommon,61.1,55.3,41.2,22.3
